content/country,content/application_id,content/date,content/rating,content/title,content/body,content/body_length,content/vote_count,content/vote_sum,content/is_edited,content/id,content/author/name,content/author/type,content/author/id,content/response/date,content/response/id,content/response/body,content/sort_score/most_positive,content/sort_score/most_recent,content/sort_score/most_useful,content/sort_score/most_critical
us,634598719,2020-03-05T12:55:13Z,5,First Program to Work for Me,"This is the first program to work for me because it has helped me to get rid of the thought processes that have always resulted in my failure in the past.  It gives you not only the “do”, but the “why to do” based on the science of it.  I have to have that for me to really rely on the information and incorporate it into habits.  This is the first program that has been successful for me to really change my relationship with food and to make it a lifestyle and not a diet.  My weight loss is slow, but I believe that is the best kind of weight loss for me.  I believe this will be sustainable.  

There are some improvements that, in my opinion, should be made.  One is to have a better proofread. There are a substantial number of typos in the articles. This unnecessarily detracts from the credibility of the information which you certainly want to avoid, and is easily avoidable.   Another is to make the logging easier by 1) not making a person close out the logging section to switch from one meal or snack to another 2) incorporating a “smart” search that brings up words that are close to a misspelled word so that you don’t get a blank unless you know how to spell a word exactly correctly.  Finally, using less acronyms.  They are, in my opinion, distracting and don’t provide the repetition of the concept as well as using the actual words.",1352,8,5,false,5619443287,PersFx,Customers,235193150,,,,1584506819,1583993457,1672890750,
us,634598719,2021-05-22T15:14:51Z,3,"Helpful the first 1.5 months, afterwards insufficient support and guidance to achieve goals","The first 2 levels of lessons (equivalent to 1.5 months of the program) were interesting and offered useful information about how to look at food and your food habits. However after completing the second level of lessons the information became uninteresting and wasn’t adding up to my knowledge. Second, I entered a plateau in the third week of the program that I couldn’t get out from in four weeks. I started counting Macros and my weight started shifting down again. This made me realize that Noom’s system of food tracking based on colors was not helping me loose weight as I was filling up my diet with carbs (fruit and vegetables and some grains). When I turned to the in-demand coaching it was a huge dissatisfaction because I went in circles with them for THREE weeks -  they would tell me that I plateaud because I was eating too little calories, only to realize they were wrong every time (this happened three times). When I moved to the ‘goal coach’ it was also disappointing because instead of giving me advice she literally said ‘loosing 6 pounds might be tricky, but you know what to do so you got it!’ Really?! I never said I lacked motivation what I lacked was guidance to overcome the plateau and the coaches and Noom tracking system really disappointed. 
My goal was to loose 12 pounds in 4 months. I am back in track but under a Macro diet, not Noom.",1369,2,2,false,7374617255,Adriana^_^,Customers,344964226,,,,,1622291893,1672890749,
us,634598719,2019-11-23T14:55:05Z,5,"So Far, So Good!","I’ve been with NOOM  for exactly 1 week today and I’ve lost 11 lbs. All I’ve done so far is log my meals, my liquids, and pay closer attention to my caloric intake and try to stay around the 2000 calorie mark. I’m not perfect. I have messed up by eating more than I should have, but NOOM is helping me hold myself accountable. By logging my meals, I have a visual of what I’ve been putting in my body. By watching my weight steadily decline on the graph, it’s boosted my self-esteem and that’s given me the encouragement to keep making good food and drink choices for myself. Having lived through other diet failures and having had surgery to lose weight, with no success, I was very skeptical about being successful with NOOM. I enjoy reading the article and I like that I can save them for future reference. I’m an addictions counselor and use the same psychological referencing from the S.M.A.R.T goals that NOOM offers, to lead my addictions clients, but I never thought about using S.M.A.R.T goals to help me lose weight. So far, I’m very happy with NOOM and how easy it is to use. With the Holiday season quickly approaching, I am excited to know I will be able to enjoy the eats and treats and not feel deprived because I have all the tools I need to recognize those triggers and help me psychologically break down my behaviors so I can combat my cravings. For me, it’s all about planning ahead and being prepared!",1421,19,11,false,5186919665,Goal Getter!,Customers,1103053961,,,,1576133491,1575335930,1672890748,
us,634598719,2021-04-02T15:06:05Z,5,Noom,"I’ve been on NOOM for a month.  I’m 65 Yrs old. I’ve been overweight my entire life. I thought I would hate logging everything I ate. That practice has been surprisingly easy AND made me realize how much mindless eating I was doing.  I would tell myself a few chips are okay to eat. That it is, according to NOOM. Then I saw the the number of calories I was racking up by mindlessly grazing all day long.  Seeing this, I’ve been able to slowly start changing my habits. Now that I’ve started grazing on healthier foods, my cravings are starting to diminish.  I still enjoy chips and chocolate. Who wouldn’t?  Just not in the quantities I have in the past. I have been sorely tempted to give up during the past month, due to daily logging results.  NOOM’s tips helped me to push past that. I now see my weight graph with many hills and valleys, but an overall downward trajectory! The articles are fun. I never read more than five minutes in a day and just read when I need additional encouragement. The coach has been able to give me good suggestions for my snacks when I got bored with fruit. I don’t  exercise and have a sedentary job, so the weight has been slow in coming off.  With the few pounds I’ve lost, I am finding it easier to get up the stairs and pain from osteoarthritis in my knees is diminishing. Thanks for the support, NOOM.",1343,4,2,false,7175148829,pixelplayz :p (yt),Customers,622560065,,,,1618471162,1617957952,1672890747,
us,634598719,2022-06-28T13:57:28Z,3,"Great results, disappointing app","I would love to be able to write this review as a Noom user, however I can’t even get the app to open with my information. After about seven months of actively using Noom on a daily basis, I lost the weight that I had wanted to lose successfully (about 20 lbs). I was feeling happy and healthy and really excited about the results, so I decided to put a hold on the program itself and continue to use the app. What a mistake that was! The moment that I stopped paying a subscription, the app started to give me a lot of problems. Some of these issues were issues that I had experienced as a subscriber previously such as not being able to put in the foods after the meals or my step counter getting stuck— however after my subscription, the app decided to not work for me at all. I did everything possible and contacted customer support a number of times to try to get this resolved to no avail. It’s not the phone, it’s also an off the app they say, but I can’t enter Noom at all. One of my issues upon contacting customer support was that I was considering going back to being a paying subscriber, but how can I do that when the app won’t even open for me to begin with? We shouldn’t be chastised for deciding that we need a break from the program… As I mentioned in the title great results, horrible app. I hope that they solve this problem eventually, but I doubt it as it’s been months for me!",1398,0,0,false,8819162918,jax56789522246,Customers,362958340,2022-06-29T19:27:03+00:00,30628038,Here at Noom we are working hard to improve and genuinely appreciate this honest feedback. Our Support Team would really love to hear from you to learn more about your experience. May you reach out to us at ASreviews@Noom.com so we can assist you further?,,1657834758,1672890746,
us,634598719,2020-07-06T19:27:52Z,5,Accountability!!,"I wouldn’t say, as some reviewers did, that Noom has “changed my life.” However, I’m beginning my 6th week on the program and I am enjoying it. When I began, I was carrying around about 18 lbs that I just couldn’t seem to get rid of-and, truth be told, I was so frustrated during this pandemic that I began to gain even more weight. I am a lifetime member of WW from many years ago, so I KNEW the correct way to eat. I just couldn’t bring myself to want to be that strict. I’m 63 years old, and I used that as an excuse to just “let myself go.” I read the reviews with Noom and did their trial for 2 weeks which I liked so I joined for 3 mos. 5 weeks and down 8 lbs. I’m happy with the way it’s going.  So here’s the difference with Noom: unlike diets which have you purchase their specific foods, and unlike diet programs that only focus on food, the scale, and dropping weight, Noom is the first program I’ve seen and been involved in that focuses on BEHAVIOR. Why/How am I eating? So,yes, daily weigh in’s and exercise are part of the program. But I also get a virtual support group, a separate personal “coach,” and TONS of very helpful and informative articles which have really helped me with understanding my behaviors. I don’t want to just drop these last 10 lbs. I want to never diet again. I want to change my eating behaviors forever. This program has really done that for me! 😊😊",1390,12,9,false,6165279677,JessieDeb,Customers,511584730,2020-07-07T13:53:25+00:00,16461846,"We are so glad you are enjoying Noom's approach to wellness and feeling supported along your journey! Keep up the positive motivation! Remember, you can always reach us at ASreviews@noom.com if you need anything!",1595034083,1594442453,1672890745,
us,634598719,2018-05-21T03:46:15Z,5,Good ideas but execution is lacking,"I enjoyed some aspects of this ap.  The articles and quizzes were interesting and informative. However, the coaching and other aspects were lacking.   I’m not sure if my coach was a real person or just computer generated responses to my comments.  All “her” comments were pretty bland and generic.  In addition, you are apparently supposed to be placed in a group with other Noom members for support which I never was.  When I asked about the group 6 weeks later I was put into a “quiet group” with others who also had never been put into an “active group,” had cancelled membership (me) or out there for a few other reasons. I kinda felt like I was in trouble for no reason.  Several of us asked to be put into an active group so we could see if this made a difference in our ap experience but, no response after 48 hours.  I am also in agreement with others that the food logging is lacking. After a somewhat timely process of entering a few “meals” they didn’t show up in my food for the day nor did it recall my “meal” the following week.  Lastly, I really wanted to concentrate on toning and building muscle and not as much on losing weight.  Although I listed this in my goals there was no way to track this nor was this ever brought up by my coach.  This is not a cheap ap at $49/month.  Definitely not worth it to me.",1325,23,18,false,2575338013,mdpmannie,Customers,139866427,,,,,,1672890744,
us,634598719,2019-01-26T17:44:51Z,4,Worth it- for me. 👍🏻,"I was skeptical when I first started the trial. I have been through Weight Watchers, at least  five times in my adult lifespan. It’s a good program, it teaches you how to eat. But at this stage of my life it did not fit into my busy schedule. I did not have time to work around the limited meetings in my area to weigh in. Roughly a month into this program, I have lost almost 10 pounds without much inconvenience, LOL-if that’s a good description. The things I mark it down for are a limited data base when you go to scan in a food to add it to your daily intake. That will improve with time. (I’m certainly helping, you can choose to input your food info as you go). I’d have to say that these people are on your case 24/7 to help keep you on track. You also have access to multiple other people who are doing this at the same time you are. I think the message board could be organized in a better fashion, to be more user-friendly and to allow you to have access to multiple threads at one time without being confused. All in all, I’m going to stick with this because it fits into my life at this time. It addresses psychological issues as to why people choose to eat what they eat, and why they overeat the wrong things. You are given the tools, should you choose to use them, to deal with these situations that affect those of us who have always had a complicated relationship with food.",1392,75,55,false,3697559415,Jeangenie77,Customers,611816806,,,,,1548837897,1672890743,
us,634598719,2021-05-01T11:36:19Z,4,Noom,"Good:  Noom is working for me after many years of trialed weight loss.  I do not feel deprived.  The combination of tracking food, exercise and water along with the education is good.  Very glad I joined.  Price was reasonable.
Opportunities:  Too many inaccuracies in the food log database and too many entries for the same food type.  On demand coach response time is slow (days instead of hours).  Group coach is too scripted.  Groups include to broad of differences (The FB group I joined is more beneficial).  Too little transparency with app capabilities (I.e. have to reach out to coach to find out how color categories are calculated, how to make recipes, how to see average of color intake over time, etc.), too little transparency on cost and how it is calculated.  Members compare prices, which lends itself into thinking price per month varies.  Likewise feedback amongst members seems to imply continuing membership prices and what information you retain also lacks transparency (I am not to that stage yet for first hand experience).    
Suggestion:  Build on app to allow members to see to see caloric intake, food colors, water intake, on average in time segments.  This will help members to correlate weight gain/loss and plateaus with areas of the program they can improve in.  To go back day by day doesn’t give a birds eye look.  Perhaps coaches can see this, but members should be able to see directly.",1423,1,1,false,7284660189,CABCS,Customers,686660432,,,,,1620296023,1672890742,
us,634598719,2021-07-24T02:22:43Z,5,I’ll Never Try Anything Else!!!,"I was inspired to try Noom after being on antidepressants for a couple of months had lifted the veil enough for me to maybe try something new maybe hopefully… I’ve lost 25 pounds in 6 months and about 5 inches probably off my stomach. I can almost see where my abs should be! Noom has also encouraged me to start working out! And this is the first time that’s ever stuck!! I REALLY love Noom because there’s no guilt to the weight loss. That’s REALLY what’s made the lessons stick for me. You can go at your own pace, and no one yells at you to go faster or tell you that you’re not trying hard enough. My coach Portia is fantastic about checking in one a week or so, just to ask me if I’ve run into any questions or how I feel like things are going — and that’s IT! No guilt, no shame, no comparisons, just gosh dang support. Noom explores the psychology being weight loss, and the more important lifestyle changes behind them. And they like actually explain it, very clearly and kindly. Yeah okay, all of the #NoomNerd stuff is kinda #annoying, and I’m even a millennial lol. But no one penalizes you if you don’t read every week! Or if you don’t log a couple things for a couple days…or a few days! 

Guys, just try it. Give it a shot. Be persuaded by this particular review or whatever. 
You’ve got this!!!💪😊",1312,0,0,false,7611025422,musiclover1303,Customers,37493343,,,,1628425458,1627788447,1672890741,
us,634598719,2022-03-12T03:53:38Z,3,Basic health app with a updated modern look,"To be fair ive lost interest in this app. Im 4 months in and all I get from this is log food and drink water and read some reports and answer quizzes, my attention span does not handle quizzes very well. So this whole physiological app is very turning me off. On top of the first 2 months had articles that were audio that which really got me interested and which my active life being a traveling musician. I just dont find my attention span to do read research articles and be tested everyday. So I HATE LOGGING MEALS. Having to describe each item of food or recipe into an app takes forever. I felt that I spend at least a hour total a day logging food into this app. Talk about being judgmental and weary all day of what I have to eat. Not good for my mental health. Fail on this app. Way to be diet plan app with a fresh look. I had a death in the family and had to put the app on pause. I go to my gym quite often. Noom suggested exercise 3 months into the app but now I can pay more then the $160 plan for noom food plan and what not at $40 extra. But my artist management has paired me with a dietitian and personal trainer. And not getting wild reviews from the doctors. This app was misleading. At least they agreed to end my subscription after 8 months. Either way hope for the best for everyone else on this. If this app updates to more of what I got into 4 months ago. Maybe ill participate more",1407,2,2,false,8445921846,Val's house,Customers,332979155,2022-03-13T13:00:51+00:00,28541081,"We are so proud of your dedication to your wellness! We appreciate you sharing your honest feedback about the program, as it helps us make Noom the best app it can be! Our team is happy to help with any program concerns you have, and you can reach us anytime at ASreviews@noom.com.😊",,1648174035,1672890740,
us,634598719,2021-07-01T12:09:57Z,5,Life changing,"I never thought any weight loss program would ever work for me, and maybe that's still true, because Noom is so much more than a simple weight loss program. As they themselves say, it's psychology! Presented in a current, humorous style, Noom helped you get inside the Why's of your eating, helps you recognize and correct/combat/counteract what's not working, giving you helpful and picture tools to make real changes in your life. I initially thought I'd just use the free trial and then quit, because I didn't want to pay so much. But now I just finished my first week, and after the first two days I have had steady weight loss every day, and suddenly it IS worth it to pay for this, until I finish the course at least, because I don't want this life changing to end. 
  I will also say that the principles they teach you can be applied in many aspects of your life. Since the world has changed so much with the pandemic, this kind of help to examine yourself and the why's of your behavior, for me, has been a really amazing thing to help me start to get out of the funk of pandemic fatigue, whatever. I'm starting to feel more focused and functional as a human being. Thanks Noom Nerds (they said it, not me 😉) for helping me regain some control of my life. Losing weight is just one very happy effect of that. 🤗",1318,0,0,false,7526762281,RCJinMichigan,Customers,320144717,,,,1626520803,1625829027,1672890739,
us,634598719,2020-04-20T01:32:40Z,5,I will be a NOOMER for the rest of my life!,"I lost over 40# in 6 months with the NOOM program and app.  This has absolutely amazed me and my friends!  The philosophy and science behind the methods were the perfect ones for me and I have never felt so good while trying to lose weight, physically and mentally.  You do have to make a monetary commitment but that’s no different from most weight loss programs.  You also have to make a daily commitment to read for about 10 minutes, to log your foods and your activity level.  I believe this all made so much sense to me and became a large part of why I was successful beyond my wildest dreams.  I learned so much about myself and good and activity and living the right way for myself, making MY choices.  Learning why certain foods were advantageous to eat over others.  How certain foods made me feel.  Portion control was a huge lifestyle change and a real eye opening lesson learned!
I could go on and on, but NOOM is definitely a way of life for those who want to learn and lose and aren’t just wanting a quick fix for the moment.  You do the work, you get the reward!
My doctor and nurse are amazed at my new bloodwork numbers, weight and flexibility in just 6 months!  Oh..... did I mention that I am 70 years old?!  So, it’s never to late to feel and look your best!  And by eating real food at home and in restaurants.",1331,5,4,false,5836650275,SallySara,Customers,484824920,,,,1588264577,1587780509,1672890738,
us,634598719,2021-09-25T11:28:27Z,5,Sign me up!,"This feels way less like a diet and way more like a self awareness app to help you understand your decisions around food. I’m at a “healthy weight” but as an athlete in their late thirty’s I have been struggling with the “fact” that us 30’s people just need to embrace the 10-15lbs extra cushion we never had before because we aren’t 20 anymore and we’ve had kids?! I get that metabolism slows, but I also still have my 20’s eating habits. You don’t have to mindfully eat at that age (but I wish I knew about it then!) so I love that this app is teaching me to be mindful of why I choose to overeat or eat crap especially when I know healthy choices make me feel better emotionally, mentally and physically. It feels less restrictive eating based (even though it is, because that’s the only way weight loss happens) and more focused on teaching you about your thought patterns, encouraging you, inviting you to self reflect, and also giving you tips and a guide to try to stick to as far as intake/output goes. I’m loving it! But I’m also newly interested in psychology in general. I was hesitant about another “diet” because I’ve watched everyone around me yo-yo my whole life and have never wanted to jump on that train. But this seems like it deals with the whole self, not just the appearance of your body. I say try it!",1324,0,0,false,7843438234,TeachCoach3,Customers,162646218,,,,1634561353,1633427636,1672890737,
us,634598719,2021-11-28T14:03:17Z,3,Good concept. UI going wrong direction.,"I like the ideas behind my his app - applying psychology to weight loss and developing the tools and habits to maintain a healthy weight long term. It has helped me lose weight and work toward my goals. Bravo! Unfortunately, in the six months that I’ve been using Noom, the user interface has gone steadily downhill. It’s now slow to load and slow to commit user data (e.g. during food logging). Why? Isn’t this app mostly cached static content + a small database? The app will also periodically log me out “for security reasons” and refuse to login without an internet connection - very frustrating when trying to catch up while on a flight w/o WiFi. I also find the graphics repetitive and insipid. New fonts are also all wrong. Any app that requires frequent user data input (like food logging) needs to feel like it loads and responds instantaneously. This one used to be fast and it’s not now. Also every software release is not a “major release.” Some are probably more about new features, some more about bug fixes, etc. if Noom’s release notes were less cheerleading and more factual and specific, the user responses to releases would follow suit. In general, it appears that Noom needs to hire some more experienced software architects and incorporate higher UI performance metrics in their release criteria. Life is too short for slow-loading software with cheesy repetitive graphics.",1394,2,2,false,8072840261,Skilzthatkilz199,Customers,86057125,2021-11-29T19:38:07+00:00,26543628,"We’re so glad that you have seen success with the program, and we appreciate you taking the time to share your thoughts! Here at Noom, we are always working to make our program the best it can be, and your feedback is invaluable to that process. Please reach out to us at ASreviews@noom.com if we can help you with anything! We are always here to help!",,1639364195,1672890736,
us,634598719,2021-10-04T14:07:23Z,2,"So far, so bad","Where do I begin? Signed up through iTunes and quickly realized that Noom charges $44 per month; bu if going through their site, it is $199 per year if paid upfront. There should be the  same price irrespective of where one signs up. When my free trial period was almost over, I cancelled the iTunes subscription and went to the site on the desktop. When going through the subscription steps, a page popped up asking me to help pay for the costs of the free trial period. Also, while signing up, I had to go through several screens soliciting add-on services and invitations for my contacts. Finally, I got to the page with registration information. Once I filled it out and hit send, a message popped up that an account like this already exists. I then tried accessing the account through an app and received a message that there is no such account. Talk about self contradiction! After spending 15-20 on the chat line with support, and then as much on the phone with support, we finally got my account reinstated and I was able to register on the desktop. After that all I had to do was delete and reload the app, enable cookies and change the password again on the account and it seems to be working. I can’t seem to access the data that I accumulated during the introductory phase, but I am too exhausted to contact support about it. Time will tell how successful the app is with losing weight, but the administrative part has been very unpleasant thus far.",1461,6,5,false,7876988929,Taras FH,Customers,916174544,,,,,1634297204,1672890735,
us,634598719,2022-05-25T11:27:14Z,5,Noom is worth it- My wife is speechless,"I have been using Noom for a week now and have already learned so much it’s shocking. I have changed a bunch of my food habits as a result of what I am learning which is surprising me and very empowering. I told my wife that this might be one of the most powerful apps I’ve ever downloaded- for the impact it is having on my life already and she completely agrees. I am prepping my own meals, eating healthier than I have ever done in my adult life, and finding a great deal of joy in it… This App is a lot of fun and has broke through for me…

The Noom App structures learning in a way that works really well for me. The App simply gives you the information, be it scientific concepts, or behavior psychology, etc. there is no person to push back against except yourself- which in my case is amazing. It’s just the App and me. You are given the knowledge and it is your job to apply it, but they weave psychology and health information together in a very dynamic way which worked miracles for me. Helping me break through walls that have kept me stuck for seemingly forever.

I love how I can listen to the lessons too, they have great voice actors read you the txt of the lessons- So you can listen while you are doing something else. I have already lost weight and am having a great time with this App.",1305,0,0,false,8706234365,Dayrocket,Customers,29958024,2022-05-26T15:36:24+00:00,29987857,Wow! That was wonderful to read! We're so happy to see you achieve your goals. Thank you for being part of the Noomily!,1656263542,1654879042,1672890734,
us,634598719,2022-02-18T14:34:34Z,5,"Noom is not a diet, it is changing lives.","I started Noom a little over a month ago and I can honestly say it is so much more than I expected. I am 65, and had rotator cuff surgery a week or so prior to starting Noom because I wanted to get fit, lose weight and get ready for retirement. I have done many diets in my life and the only ones that actually ever worked were the total fasting ones. I lost the weight and did it really quickly, problem is I could not sustain it because you have to go back to eating food and those diets never taught you how to eat real food with calories and fat and carb’s so the only thing that changed was the size of clothes I wore. 
Noom did not make me stop eating anything, no crazy restrictions and no starvation. Noom changed my life by introducing me to actual food and knowledge of what is different about the foods I eat and how I choose what I eat. You never walk away from a meal hungry nor do I go to bed hungry. I actually have lost weight, every day my scale changes. Noom is the best gift I have ever given myself, and the bonus is my coaches and the group I am in are all real people that I can share my journey with and they support me everyday. 
Again Noom is not a diet, it is a program that changes lives and allows you to live your best life because it gives you knowledge to succeed.",1295,0,0,false,8369392595,Litttle man,Customers,151175587,2022-02-19T19:57:40+00:00,28144852,Thank you for taking the time to share your experience! We are so happy to hear that you're learning and feeling supported with Noom! Please know that you can always reach us at ASreviews@noom.com if our team can help with anything!🤩,1646705465,1646283242,1672890733,
us,634598719,2022-03-05T19:58:45Z,5,This system works. Much easier than others,"You still have to “do the work”. No diet changing process that is for real will be easy.  It’s gotta be lifelong changes for linger happier life.  The app helps you understand and learn from your bad and good habits., There’s moral support by humans (by text with a small community group and individual coaches).  Not too expensive- about $1 US a day - well worth it.  You can customize how aggressive you want to be in making changes (for me, slow and steady wins the race because this time has to stick).  The process works if you do it!!!

The app isn’t perfect.  There’s an update so maybe it is now, but I had a hard time getting my fitbit to record steps in Noom.  The instructions were confusing and technical support didn’t get it until 3rd try.  

But Noom is MUCH easier to interface than most and a friendly and science-based system to lose weight.  Hey, it’s 1. Noom (awareness, balanced moderate eating), 2. intermittent fasting (which I can’t seem to do for long), 3. high protein (keto/atkins whatever name you pick - which may be hard on kidneys/livery), 4. Weight Watchers (pain to track), or 5. gimmicks and lies like magic pills or cabbage diets.    Stick to options 1-4  If you think you may have food sensitivities do Whole30 or better yet see a dietician.  Then do Noom!",1292,0,0,false,8424112266,Edieinchicago,Customers,454946536,2022-03-07T04:41:41+00:00,28413763,"Wow! We're so inspired by your dedication to your wellness, Edie! Keep up your awesome motivation!",1646705525,1646725925,1672890732,
us,634598719,2019-09-02T12:47:44Z,3,Needs work but lots of potential,"I like this app but the developers could make it much more user friendly. First, I need to be able to see my food diary without trying to log a meal. There needs to be a tab called Food Diary and another called Analytics where you can see your “colors” as they develop across the day. Currently, you can only see the diary or macro breakdown if you are about to log a food. Sometimes you want to see your progress without entering food, to analyze your data to plan ahead, but you can’t with this app. Also, I like to log ahead — I do this in myfitnesspal — if I know my work day will be busy, and this keeps me on track. You can’t do that on Noom. There is no way to plan ahead. This is particularly bad if I know I’m going out for one meal and need to plan the other meals to be lighter — and as a result, I keep going over, even trying to be conservative. And, finally, Noom doesn’t have a tab for logging exercise. You have to select “do more” and drill down to the limited exercise menu, which needs more options. They need to add HIIT workouts there. And finally, this is the beginning of week 2, and I have yet to talk to a goal specialist. I’ve gotten some bot-type interactions, but she won’t actually respond to me or my questions. She’s just kind of a push notification, like “good job for logging veggies today!” The cost is supposed to pay for the coach. If there’s no coach, then this is just a less robust version of myfitnesspal.",1445,16,15,false,4714792567,Offred80,Customers,29624787,2019-09-25T20:15:52+00:00,10894877,So sorry that you did not have the best experience with Noom! We would love to know what went wrong here. Do you mind reaching out to us with your Noom account email at reviewsupport@noom.com regarding this? Thanks!,,1567993964,1672890731,
us,634598719,2021-02-08T13:44:25Z,5,Best ever!,"When I first signed up for Noom I thought well if nothing else I can get my money back. But I love it! I am in week 5 and down 14 lbs. I have crohns so it is really hard to stick to a healthy diet. I can’t eat whole grains. But Noom has taught me that I can eat what works for me. I found a good white bread with less calories. The reading each day was helpful because it is broke down to small bites to mentally digest! Then they will go over it again to make sure you understand. My goal specialist is great. I was having a craving for peanut butter cup. She told me to have it but I needed to find a away to do it while staying in my calorie budget. It took me a couple days but by planning for my special treat I made it work. She also checked back to see if it worked. Then she told me don’t label a food as I can never have it to I can have it however I gotta make it work in budget.  Also they have a different way of looking at your food. My group is a very active group sharing our daily goals. I love Noom and had people ask what I am doing. I smile and tell them I am a noomer! Then I explain it. It hasn’t just changed my eating lifestyle but I feel my whole body, mind and soul changing. I don’t hurt as much. I now go to the gym. I am no longer a slug when I get home from work. Thank you Noom nerds, your the best!",1329,0,0,false,6969487100,davnbar,Customers,558772140,2021-02-09T19:50:30+00:00,20962156,"This is SO awesome! You have a phenomenal attitude, and we are so grateful to be a part of your journey! Great work!",1613535586,1613281486,1672890730,
us,634598719,2019-05-14T20:27:31Z,5,Not your typical diet,"I will try to update my review as I see weight loss, but I am on week 5. And this isn’t about weight loss (any longer) for me. Don’t get me wrong, I have quite a bit of weight to lose, but this app is helping me change small habits one day at a time and it’s doing more for my brain than my body right now. My body is benefiting though...I am moving more and making better food choices. I have not lost much weight yet, but my mind is definitely changing and I truly believe that weight loss and a healthy body is in my near future. If you want to try something out to make you feel better about your relationship with food and make small changes for permanent change....this is the app.

It’s a lot of small daily tasks and readings, but doesn’t take too much time per day and I personally like to read more about why we do things so that I understand why I want to do them. The goal is achievable lifetime habits and I feel like I am erasing 30+ years of bad habits a little each day. Love the community aspect too...I feel like we motivate each other to keep logging in each day! Coaches check in once a week to create goals and community coaches are usually poking into the group every couple days. I think it’s less about depending on a coach and more about believing in yourself, but the coaches are there as a bonus!",1323,53,29,false,4150411759,MakeJoy Studio,Customers,357518566,,,,1560303086,1558578960,1672890729,
us,634598719,2020-01-26T02:10:00Z,4,Wish I could search custom dishes,"I’m on week 14 and have had a lot of success —lost 15lbs so far and really managing portion control. I’ve gotten to the point where I weigh in daily, log all my meals and exchange messages weekly with my personal coach but don’t get anything from the group support aspect and haven’t read the daily blurbs in a while. Even so, I’m still finding success and sense of accountability with the logging and correspondence with my coach. I’ve tried free logging apps before and just did not experience the same level of progress.  

What really got me on here to write a review is that I REALLY wish the custom dishes were searchable so I don’t have to scroll through weeks of meals I’ve logged to find what I’m looking for. We have a lot of hello fresh and go-to meals where this would be most helpful. Having editable custom dishes is a great feature! As we refine recipes, the ability to update rather than having to log it in from scratch again saves energy and keeps my recipes more organized 👍🏼 

Something else that could be improved is the expediency in which foods are added to the database. I’ve taken the time to add the food and it’s nutritional value, I should be able to search that item within a couple weeks— I know it takes time for someone to review the entry and upload it to the overall database but I’d say two weeks is a fair amount of time to get that added.",1375,7,4,false,5449109543,G Paq,Customers,116445792,,,,,1580322073,1672890728,
us,634598719,2021-06-03T01:29:55Z,5,It WORKS,"If you are willing to commit and put in the work, this is definitely the best app to help you achieve your goals! I initially had no faith in myself that I would lose any weight at all, but the way they set up their articles to educate you on how to live a healthier lifestyle is encouraging and inspiring and if you are willing to receive all the “tools” they give you to succeed you definitely will!!! I recommend this to everyone who has asked me what I’ve been doing to lose weight! I started the program 3 1/2 months ago and I’m down 30 lbs and pushing closer to 35....10 lbs a month of healthy weight loss!! I’m a registered nurse and I thought I knew a lot about nutrition and what’s good and bad, but I’m not a nutritionist so I found out I was wrong about a lot of things about healthy eating. Starting this journey has honestly been one of the best decisions I’ve ever made!!! I feel so much healthier and more energetic, and I still have more weight I’d like to lose, so I’m gonna continue with this new lifestyle change bc it’s just that....it’s not a diet... it’s a new way of thinking about food and exercise and your body as a whole! LOVE THIS APP MILLION! I will be sad to end my journey and fly solo, but when that day happens I know they have given me so many things to help me continue on my own!!!!! ⭐️⭐️⭐️⭐️⭐️⭐️⭐️",1334,0,0,false,7419798345,Jennifer_RN,Customers,1292577237,,,,1623749900,1623316408,1672890727,
us,634598719,2021-04-03T14:57:47Z,5,Do It!,"I’ve tried a lot of weight loss programs and a lot of apps to lose weight. Nothing worked. But Noom is in a class by itself. You are not just thrown to the wolves and left to your own devices after you download the app. A friend recommended it and I told myself to commit to it and lose the excuses. It essentially puts it all together and fills in the shortcomings of all those other programs & apps. You will have a Coach and support of others in the same journey along the way. These people at Noom put in the time to get it right for everyone. I needed the psychological understanding of why I gained weight as well as daily instruction on new life habits and how to make them stick. In 20 days I’ve lost 16 pounds and can see my goal for the first time in my future. I haven’t even begun to exercise yet. And, trust me, that “daily instruction” is max 15 minutes on the app. I’ve made it my routine to log my morning weigh in, make a coffee, & read my daily Noom articles. It is laid out in small bites and they walk you through an understanding of how your body & brain work and achievable nutrition goals (nothing is “forbidden”) to get you on your way.
I will reach my goal. And, I’ve been jokingly saying, if I don’t this will be the first time I know why and have no excuses.
But I will not fail. And neither will you.",1328,1,0,false,7179145053,T888K,Customers,111723350,,,,1618550938,1618022667,1672890726,
