content/language,content/application_id,content/version,content/date,content/rating,content/title,content/body,content/body_length,content/id,content/author/name,content/author/photo,content/author/profile,content/response/body,content/response/date,content/sort_score/most_useful,content/sort_score/most_recent
en,com.wsl.noom,10.39.0,2022-11-07T16:42:06Z,5,,"Impressed overall! The app is easy to use and designed to help you not just eat healthier, but change your relationship to food. It offers flexibility, provides support and guidance, and encourages you to stay engaged. Losing weight is more about the mind than the body. This program has the ability to ""reprogram"" you so that you can ""be"" a better you. Worth every penny!",372,7b241ac5-d791-4e0e-b307-221bc13a15d7,Shawna Huntley,https://play-lh.googleusercontent.com/a-/AD5-WCkFBnUnnkPLrBiomDO9mL4ZrcizDhCi3klX4MvJK5o,,"We love to hear that Noom is helping you change your relationship with food, Shawna! Keep up the awesome work building healthier habits with your Noom family!",2022-11-07T16:46:44Z,1672938974,1668485536
en,com.wsl.noom,10.46.0,2022-12-16T14:44:15Z,3,,"After seeing the reviews ref canceling I sure hope I don't have that issue. I will give it until my subscription runs out but I'm not hopeful. The program hasn't really helped yet & the app could use some enhancements, i.e. a place for daily notes, etc. The app itself is ok in terms of reliability...so far. Again, lots of reviewers seem to have issues. More to follow.",370,9ea1d8f1-5f71-488e-828d-b37fc1e94a98,Kelly Awtrey,https://play-lh.googleusercontent.com/a-/AD5-WCkPmRg-r4P2KFlBsvMTo12ATZVDag0z054g4f31pQ,,"We are working hard to improve and genuinely appreciate this honest feedback, Kelly. Our Support Team would really love to hear from you to learn more about your experience. May you reach out to us at GPSreviews@Noom.com so we can assist you further?",2022-12-16T14:49:45Z,1672938973,1672057663
en,com.wsl.noom,10.39.0,2022-11-09T03:37:21Z,4,,"Does what I need it to, but the step counter could use improvement. I have to manually adjust my count at the end of the day (i use a Samsung watch / Samsung Health app to track steps). I can see how the app would not work well for folks who cook a lot of their own recipes. There's not really a way to input recipe info without listing every ingredient each time. Even if you do that, you then have to guess at how much of each ingredient is in a serving.",456,04730059-9371-4d45-9db7-2005a3ba4056,Samantha Jeffers,https://play-lh.googleusercontent.com/a/AEdFTp7OLZJm8oRSYXkED6CErHsb8gi11BPUl-nFKm-y,,"Thank you for your feedback and suggestions, Samantha! We want Noom to be the best experience possible, and your feedback is invaluable to that process.",2022-11-09T03:45:03Z,1672938972,1668562975
en,com.wsl.noom,10.45.3,2022-12-13T20:14:03Z,5,,"The program is excellent. Been on it about 7 weeks. And making great changes. Lost 25+ pounds, lowered BP. I hope the readings continue. Update: I've been on it almost a year and lost over 90 pounds. I reached my goal back in August 2022. I've reset to lose another 40 just for the better bmi. Best program I've ever been on. Its a lifestyle change and in the best shape and headspace of my life. Not a fad! Totally normal stuff! No starving yourself! Best Ever!!!",464,c18df966-9397-48da-a257-07ce186487ab,Josette Valtierra,https://play-lh.googleusercontent.com/a-/AD5-WCnV6ev6krwXJKBkeCg5AZUUHdTL7s6lufMZemEB3Q,,"Wow! This is so amazing to read and we are incredibly proud of your amazing success, Josette! Great job crushing your goals and making a lifestyle change. Your Noomily is applauding you!",2022-12-13T20:19:07Z,1672938971,1671650224
en,com.wsl.noom,10.40.0,2022-11-19T19:06:57Z,3,,I would have to say I like this app it has a lot of helpful information and it's helpful with weightloss.. if you have the money for it cause it can get pretty pricey. Even the extras that you can add are about 10$ and there's no set up if you work overnights which is a HUGE let down. they have tips but you can't personalize the meal times and such. it's really hard to use on an overnight work schedule,405,95718b2b-4114-4aa7-9d2a-8529bd8bc492,Cheyenne _tweak,https://play-lh.googleusercontent.com/a-/AD5-WCnFcsA4Y5ES3KiIOcNRFh8W2Vw37Ro9ES8DJbS2SQ,,"We're happy to hear that you're enjoying what Noom has to offer, Cheyenne, and we sincerely appreciate your thoughts on customizing the app for overnight workers. We're always trying to improve and your feedback is invaluable. If we can help in any way, please contact us directly at GPSreviews@noom.com.",2022-11-19T19:31:24Z,1672938970,1669375524
en,com.wsl.noom,10.43.0,2022-12-03T18:00:43Z,4,,"Very helpful, but doesn't always track my steps. I'm learning how to have a healthy relationship with food and make smart choices. This is great because it's helping me build life long healthy habits, not just a quick diet that won't be sustainable. The only issue I have is it won't always track my steps. It may be an issue communicating between the app and my phone's pedometer. I had been walking all day one day, but it only said I walked 83 steps so my walking goal keeps going down.",489,780f5512-e1d1-474a-be9c-169568f9a99b,Sandra Ward,https://play-lh.googleusercontent.com/a/AEdFTp6Fhaj8HwWhv0Kfo0buGU3f1geGoDmmwJPCI9AC,,"We love to hear that Noom is helping you create a healthy lifestyle and gain a better relationship with food, Sandra! We know technical issues are frustrating and we'll be happy to help troubleshoot your step tracker. Please email us at GPSreviews@noom.com so we may assist you further.

",2022-12-03T19:51:06Z,1672938969,1670545926
en,com.wsl.noom,10.46.0,2023-01-02T16:25:45Z,2,,"This was kind of expensive for what is provided. There is no real coach only a bot. It gives you lessons which I haven't found to be beneficial yet and you can track your food and it counts your calories. There are instructions to cancel it, But only the entire noom. I wanted to cancel my telehealth and cannot seem to find anywhere in the app I can do that",358,0709bccd-3d7c-4a9c-8861-9e7014fc9d89,Paula Grace Gelinas,https://play-lh.googleusercontent.com/a-/AD5-WCk85akmmLRkN6dZcp7s2nLArpeLXwFDMP9OUUNatw,,"We appreciate your honest feedback, Paula, and we are here to assist you however we can! When you get a chance, may you please send us an email at GPSreviews@noom.com? We'd love to help you on our end.",2023-01-02T16:46:42Z,1672938968,1672921047
en,com.wsl.noom,10.39.0,2022-11-11T16:31:26Z,5,,"Much improved app from last time I used it! It's only been 1 week, but it's improving my habits and i am losing weight! The lessons now have an audio feature, so they are much easier to complete if you don't have time to read. There are also Noomcoin rewards which are incentivizing and fun. Daily caloric recommendation is dynamic based on your day's physical activity. Great easy recipe library you can save and use to log. The online support is a extremely helpful too!!!",474,5a40942a-911e-4fd3-a796-1a839cdd40f1,Liz Chock,https://play-lh.googleusercontent.com/a-/AD5-WCkGiV5wRzdeswTA_FXyKyDUMLnDxpleuTOn2o1Z,,"We're so happy to hear that you're having such a positive experience with Noom, Liz, and we're thrilled to have the opportunity to work with you again! Keep up the great work!",2022-11-11T16:35:49Z,1672938967,1668671899
en,com.wsl.noom,10.36.5,2022-10-26T19:12:32Z,4,,"Although I like the idea of Noom, the articles, and am having success, the app is horrible. The calorie data base is totally unreliable and inaccurate. A lot of features are workable on iPhone but not on Android and the app is not compatible between devices. I can only use my Samsung phone and not my iPad. Other health apps are compatible between devices both Android and ios. If Android users can't use all the festures, especially the menu creation, they should not be paying the same.",489,a3f6051f-ec17-4344-9cf5-42ac99456fbd,Betty Hamstra,https://play-lh.googleusercontent.com/a/AEdFTp6NPwmu7qlEa5BOjUyvmxbRHo2Ek3Cxkh0HmMb-,,"We're happy to hear that you're experiencing success, Betty, and we also appreciate your honest feedback regarding the program. Remember, you can always reach us at GPSreviews@noom.com if you need assistance with anything!",2022-10-26T19:20:29Z,1672938966,1667366139
en,com.wsl.noom,10.36.4,2022-10-19T16:05:27Z,3,,"The app is decent and I like the guided approach to weight loss, but there is no option to create custom recipes in the Android version of the app. Every other free calorie counting app I've ever used allows you to create custom recipes regardless of phone OS. As someone who likes to cook but doesn't want to be stuck with Noom's specific recipes or always log ingredients individually, this seems like a massive oversight and was, personally, a dealbreaker.",459,ea653cd0-dd6f-4be8-9e98-b1a60cdeb634,Kelsey C,https://play-lh.googleusercontent.com/a/AEdFTp6YX9BeGchQwv8mQkH1MX2OO_VmJ5leyEbjpZAR,,"Here at Noom, we are working hard to improve and genuinely appreciate this honest feedback, Kelsey. Our Support Team would really love to hear from you to learn more about your experience. You can always reach us at GPSreviews@noom.com.",2022-10-19T16:10:16Z,1672938965,1666712460
en,com.wsl.noom,10.43.0,2022-11-28T11:44:36Z,3,,"The tracking part of the app is not user friendly at all compared to MyFitnessPal and others. The content of the lessons is good, but unless you save it, you're not able to access it again (too bad if you need a refresher). Support is so-so in that it takes a long time to receive a response. The app is fair, but I think it needs LOTS of improvement. I wish I could load the app on my laptop as well as my cell phone, but that's not possible.",443,ecab8b6a-a3bd-4f23-8d10-c93316180745,1228 _jcd,https://play-lh.googleusercontent.com/a-/AD5-WCmS36Eq8YIBCZkUcg9wp3vKdkQ4jMdpSjEASr2f2g,,"Thank you so much for your feedback and recommendations! We want Noom to be the best app we can make, and your feedback helps make that happen!",2022-11-28T11:54:11Z,1672938964,1669993872
en,com.wsl.noom,10.41.2,2022-11-22T16:20:52Z,1,,"The only reminder email given was on the first day of the trial and they don't give you any warnings about the trial ending and getting charged after that. App constantly prods you to pay for the full program while you sign up for the trial, before you've even had a chance to try it. When I try to access my subscription, both in the app and the web page, I put in my email and password and hit the login button and it just clears all the information and I can't access my subscription details.",495,d94c5960-5b7a-40fc-9c4b-ca4ebd859cd7,Abigail Johnson,https://play-lh.googleusercontent.com/a-/AD5-WCnpExC4hPKb7TrREvkAjJRtCfUtWCXKzyfUKVd9Tw,,"Oh no, Abigail, that doesn’t look right! When you get a moment, can you reach out to us at GPSreviews@noom.com? We definitely want to look into this further for you. Thank you!",2022-11-22T16:37:56Z,1672938963,1669725204
en,com.wsl.noom,10.36.4,2022-10-20T06:02:45Z,5,,"You can't argue with results. I've lost 70 lbs in 7 months. Just like anything you do in life, you get out what you put in. The app gives anyone looking to change their eating and lifestyle habits, the structure and framework to track what you're eating and how much you move your body. It's only going to work if you invest yourself to changing, but this app can help you stay accountable to change as well as give you helpful knowledge and understanding of why and what we eat. HIGHLY RECOMMEND!",497,65d76f66-d7cd-4b0b-8586-506483803f20,Ed Negrotto,https://play-lh.googleusercontent.com/a-/AD5-WClN8UBr-SyZjRB5o2_SEVf2rxH7seCf1lw9Awwl9wM,,"We're so glad to hear that you're having so much success, Ed, and we're proud to be a part of your success story! Keep up the amazing work.",2022-10-20T06:11:04Z,1672938962,1666773591
en,com.wsl.noom,10.40.0,2022-11-10T17:02:04Z,4,,"I find this app and the NOOM program very easy to use and overall very useful. The only two complaints I have are that, according to tech support, it can't be used on more than one device so I can't use my tablet for logging when I'm at home and the app modifies my weight when synching with my Fitbit, which I use to track my total steps for the day. If not for these issues I would give it 5 stars..",401,42198c0d-5505-4c2d-81de-ace83bbc4e29,Kevin Fine,https://play-lh.googleusercontent.com/a-/AD5-WCkG0dEM4sX0zBjhnp5SYphmOTh1qQ3DxcM35YAxnw,,"We’re glad that you’re enjoying what Noom has to offer, Kevin, and your honest feedback here is appreciated! We want Noom to be the best app we can make, and your feedback is invaluable to that process. Remember - you can always reach us at GPSreviews@noom.com if you need anything.",2022-11-10T17:36:19Z,1672938961,1668671884
en,com.wsl.noom,10.38.1,2022-10-30T16:01:22Z,1,,"This app is terrible. DO NOT BUY !!!This app has so many glitches. I have the paid version and nothing works right. It doesn't allow me to change my current weight or update my weight loss plan. It doesn't even show me how many calories I have left. I purchased the 6 month plan with 3 months free and it only removed 25%. I've deleted and re-download the app, clear the cache, called customer service several times and contacted customer service through the app. No help !!!!",476,9b723a58-2a44-4a0b-8cd3-fbc8a2af79c4,Ijeoma Chima,https://play-lh.googleusercontent.com/a/AEdFTp4y4l-0sCD-eNnsAmTFHDZIkZiGLycvhUs3gB3C,,"Ijeoma, we would like the opportunity to look into this right away for you! Can you please reach out to our team at GPSreviews@noom.com?",2022-10-30T16:07:34Z,1672938960,1667702583
en,com.wsl.noom,10.36.5,2022-10-21T19:52:41Z,1,,"This is a review of the app not the program, the program is a little basic but sometimes the basics are what you need to go back to. The app on the other hand is a pain. It didn't auto renew for me which is what I was signed up for. I can't even open the app at best I'm at the homepage with the loading symbol. Why would I renew if I can't even get the app to open up. And yes I've updated it multiple times to see if this error would be resolved.",448,a772bf97-7f08-4845-a173-1b23a0bcd587,Monica Vera,https://play-lh.googleusercontent.com/a-/AD5-WCksbEXRRaUb-8a6oasgR6MDzrz17lH0vqSY4kwfYA,,"Thank you for your honest feedback, Monica! It helps us improve where possible. We would be happy to help with anything you need, if you reach out to us at GPSreviews@noom.com.",2022-10-21T19:51:03Z,1672938959,1666919490
en,com.wsl.noom,10.36.2,2022-10-14T10:00:40Z,3,,"I am liking Noom and it is working for my weight loss, but I have issues with tracking my steps and inputting my workouts. Sometimes it works, and sometimes it doesn't. Food logging could be simplified and the app drains my battery. Noom, as a program, I feel is helping me with my weight loss journey, but the app could be improved.",333,2a49eecb-8f3f-43b4-8a55-32a9af453173,Natalie Shimonek,https://play-lh.googleusercontent.com/a-/AD5-WCkbvu4OVbnVlwkGEwEflSKzFNiarpt3XzXYEURDPA,,"Natalie, it is great to hear that you're finding success with Noom! We never want app issues to interfere with your journey, and our team would like to help! Can you please reach out to us at GPSreviews@noom.com?",2022-10-14T13:25:22Z,1672938958,1666339334
en,com.wsl.noom,10.40.0,2022-11-18T05:33:15Z,3,,I wish I would've known about MyFitnessPal before I paid for this. The lessons are good but imo not worth continuing to pay for. I feel like I got kind of suckered into the additional (what I thought would be) personalized meal and exercise programs but it's just a couple PDFs emailed to me and I had to contact support about even getting all of those. It also doesn't make sense to me that you need a connection but it doesn't sync across devices 🤷‍♀️,453,c368b8b3-26f8-4daa-99fa-e26ccc2466ed,Lyndsey Hamilton,https://play-lh.googleusercontent.com/a-/AD5-WCkq0vy-Zy_Qrto0yGVAaSzEwa1ffvQQaSanwP3V5A,,"We really appreciate your feedback, Lyndsey, and we're glad you're enjoying the information that Noom provides! We're always available at GPSreviews@noom.com if you need anything at all.",2022-11-18T05:17:54Z,1672938957,1669285789
en,com.wsl.noom,10.41.2,2022-11-16T11:49:33Z,1,,"NoomCoin doesn't work. I cannot speak to the efficacy of the weight-loss system (still in the trial phase), but there is a glitch in the app that doesn't track the tasks you perform correctly and therefore doesn't reward them. While the psychology of Noom is probably good, it's hampered by the broken app itself. (As someone who really likes crossing things off of lists, I found this inability to officially complete the day frustrating, like I was doing something wrong.) Don't waste your money.",498,415db103-f51d-4067-92c7-fd66056063d4,Melissa Hogarty,https://play-lh.googleusercontent.com/a-/AD5-WClyXz7Y6-JRR7qeQiaU3eDlDhUuf4HRybnm-qGWJOo,,"We're so sorry to hear you've run into technical issues with NoomCoin, Melissa! We'd love to help you troubleshoot - would you mind shooting us an email at GPSreviews@noom.com? We'll get our team on it ASAP!",2022-11-16T11:52:29Z,1672938956,1669088080
en,com.wsl.noom,10.36.5,2022-10-21T17:12:24Z,3,,"I love this program and app. It's working great for me . It holds you accountable but is not super rigid. I do have a lot of issues with syncing my fit bit to it, so that's why I didn't give 5 stars as that would be way easier then trying to remember to log steps each night. I do also wish you could do noom mood and the weight loss at same time. I would love a little of each instead of picking one or the other.",414,e77e9200-a5f3-4feb-9204-e8c733ebc12a,Toni Hauck,https://play-lh.googleusercontent.com/a/AEdFTp7sqN3FGx7IULRiVHyihcgHeLEA7NcJSpPCZC9f,,"We’re glad that you’re enjoying what Noom has to offer and that it is working for you, Toni. Your honest feedback here is appreciated! We want Noom to be the best app we can make, and your feedback is invaluable to that process. Thank you!",2022-10-21T17:15:16Z,1672938955,1666919489
en,com.wsl.noom,10.36.4,2022-10-20T03:35:00Z,3,,My steps are not tracking on the pedometer. It would be more useful if the noom app worked with Samsung Health. The scan bar is not working like it should. Foods that should be yellow show up as orange. There are some errors in the system. I haven't lost any weight. I seem to be just maintaining which is a disappointment.,323,07652578-3042-4378-b088-f533b7c72de0,Lisa Gavit,https://play-lh.googleusercontent.com/a-/AD5-WCnyorrznbAchccrooBCcN3I9EWz30TL6bM9Pn1FyVk,,"Thanks for providing your honest feedback, Lisa, it truly helps us improve. Please reach out to us at GPSreviews@noom.com if we can help you with anything!",2022-10-20T03:41:22Z,1672938954,1666773588
en,com.wsl.noom,10.36.5,2022-10-25T07:08:29Z,5,,"I have used Noom successfully to lose and control weight. The information presented is very useful, concise and enjoyable. I'd tried many other weight loss approaches over the years with short term success at best. Noom taught me how to eat smarter. Actually surprised how easy this is and why so many people don't struggle with weight. Highly recommend this app!",363,de011187-70c5-45c0-8070-f1fd06858b8a,ISC Filter Exchange (The Greasebusters),https://play-lh.googleusercontent.com/a/AEdFTp5jE0pjSCbVE0NvfaAb6pAVMfx69TnDFXrdRZ3vqQ,,"We're so glad to hear that you're having so much success, and we're so excited to see you reach your goals. Keep up the amazing work - we're always available at GPSreviews@noom.com if you need anything at all.",2022-10-25T07:17:15Z,1672938953,1667270642
en,com.wsl.noom,10.40.0,2022-11-14T17:18:06Z,4,,"This app, the whole noom experience, has been way better than I expected. I'm learning a ton and they keep it interesting. The app needs a bit of work regarding logging past workouts. They all show up on the same day. Also, it is a bit tricky to log foods that are made with allergen free alternatives. You can log your ingredients and name it something which works great if it is something you make alot. Overall, great experience so far 5 weeks in.",450,26f192b7-6c2a-4f78-8ada-cb444e0ab618,Amanda Martin,https://play-lh.googleusercontent.com/a-/AD5-WCkL6ahjYTiv6aoPaAuR6AEjXzm3qXE-UTxizLeKng,,"We're so happy to hear that you're pleased with your Noom experience so far, Amanda! We strive to make the best app and program possible and we appreciate your feedback regarding what you would like to see improved. Remember, you can always reach us at GPSreviews@noom.com if you need anything in the future. Happy Noomin'!",2022-11-14T17:25:43Z,1672938952,1669008820
en,com.wsl.noom,10.40.0,2022-11-13T12:20:16Z,5,,"Noom is like going to therapy. I'm learning about my habits and choices and how to develop the ones I want and need to feel healthy and energized. The program is so easy and adaptable to your time needs. There are no limitations, no gimmicks, no shaming, just build you up coaching. I was a sceptic but I love it! And i am seeing and feeling results after just 4 weeks. Not only have I lost 5 lbs, I have more energy, am sleeping better and have more self control and a feeling of achievement.",493,d1671d31-dc29-4d37-a11b-a3c07bb4a208,Tammi,https://play-lh.googleusercontent.com/a-/AD5-WCnkj79OdwUkAYPcJJr2HiGptww21HOyk7Tb_9SG,,"Way to go, Tammi! You're doing a wonderful job! We love hearing that you're excited and already enjoying your program! We hope your experience is excellent and if you ever need us we are always here to help!
",2022-11-13T12:54:09Z,1672938951,1668855965
en,com.wsl.noom,10.36.2,2022-10-12T10:39:16Z,4,,"Overall, I really like the app. Easy to use and it's definitely helping my accountability. However, I'm currently traveling abroad and it's not tracking my steps on most days and sometimes the app itself just won't load period which has made it harder to log meals. I've had to uninstall and reinstall multiple times already. It appears to be the only way to resolve this current issue.",386,2124bd40-325d-433e-96eb-fbda29791e96,Azucena B,https://play-lh.googleusercontent.com/a/AEdFTp5QXXglbrLu0jBCKArHarS5OLnj62mFerbvcBPo,,"We're happy to hear that you are enjoying the app and the accountability that it provides, Azucena, but we are so sorry to hear you're running into technical issues as well! We'd love to help you troubleshoot - would you mind shooting us an email at GPSreviews@noom.com? We'll get our team on it ASAP!",2022-10-12T10:50:58Z,1672938950,1666242261
en,com.wsl.noom,10.43.0,2022-11-26T00:07:17Z,5,,"After 6 weeks I've lost 3.2 kilo. It's been snail's pace for my biology, but I am seeing results long-term. I'm trying to keep within realistic limits for me. Making small changes in food choices, sticking to my calory budget means this could be for-life sustainable. No mad gym sessions or workouts, just making more active choices and to move more. Yes, I will see slow progress, but this is healthy progress, & I will not regain the weight. The tortoise won the race, after all.",481,e14d5213-bc31-43b9-ab9d-5b87f3797f1b,Elizabeth Hardy,https://play-lh.googleusercontent.com/a/AEdFTp7fOYXYnlSmj0HgDFg0fYglLI_0Y6lwc4BBgG-o,,"We're so glad that you're enjoying our program, Elizabeth, and we really appreciate your feedback regarding what you'd like to see improved. Remember, you can always reach us at GPSreviews@noom.com if you need anything!",2022-10-20T11:44:30Z,1672938949,1669894584
en,com.wsl.noom,10.44.1,2022-12-02T21:02:11Z,1,,"Enjoyed the first few days of using this app then it started glitching. I'm now on Day 3 of my readings not loading correctly. I've contacted customer service and they gave me suggestions that did not fix the problem. Received an email that my issue got escalated but it's been radio silence since then. Glad I'm on my free trial, at this point I will definitely be canceling before I get charged for anything.",410,c1873301-f6c5-4105-ab34-5a5b166f21ce,Samantha Powell,https://play-lh.googleusercontent.com/a-/AD5-WCnvBJF7OmrHzPq0ignoPMqrbHJofgr_Lt_6NOfp_M0,,"We're so sorry to hear you're running into technical issues, Samantha! We'd love to help you troubleshoot - would you mind shooting us an email at GPSreviews@noom.com? We'll get our team on it ASAP!",2022-12-02T21:10:26Z,1672938948,1670545914
en,com.wsl.noom,10.36.5,2022-10-30T14:45:28Z,4,,"It has helped me eat healthier and to realize the amount of food that should be limited, I was eating. I have lost 3 pound so far and not afraid to get on the scale every morning. Weigh goes up and down daily but will start staying at a lower number ones you understand how to eat. Nothing is off limits with food, but I'm in control of making better choices most of the time. 🙂 Stop beating yourself up for your choices and slowly learn to have a better mind set with your goals.",480,37871337-7d90-46ae-bbb0-f2ba7c3cabe0,Candace Montgomery,https://play-lh.googleusercontent.com/a/AEdFTp4A1ovWctpllrClIXCL8sx7JjVlyEg5PHwuDFdq,,"Candace, it sounds like you are off to a great start, and we are so excited to be part of your success! Keep up the dedication, you've got this!🤩",2022-10-30T15:01:21Z,1672938947,1667702579
en,com.wsl.noom,10.44.1,2022-12-03T23:11:28Z,1,,"Scalpers & thieves. Paid trials. Subscriptions start at $60/mo (not kidding). If you pay annually they're $13/mo. If you cancel your plan early, you may be able to trick the system into $20/mo trials, proving they don't need that added $40/mo to turn a profit. My attempts to pay for a trial were rejected for no reason and I was not contacted (twice); when I reached out to support I was told to call my bank. My issues were never resolved.",441,0ba7ad8a-f7cc-4501-8a71-42557d20ca5e,Oliver Em,https://play-lh.googleusercontent.com/a-/AD5-WCklkuV-zIWJNsWMYiv6TmrwpHUTTYyWfsI5KMgIaQ,,"Oliver, I am sorry to hear that your experience with Noom has been less than stellar. If you reach out to us via GPSreviews@noom.com, we would be happy to help with your billing concerns and anything else you need.",2022-12-03T23:23:19Z,1672938946,1670545928
en,com.wsl.noom,10.36.2,2022-10-16T01:51:38Z,2,,"The barcode scanner in this app is absolute trash. I can quite literally get any object except the food/drink container I'm trying to scan to focus. Maddening. Noom itself is great, but I feel as though the developers of the Noom app never manage to make logging calories anything other than a complete chore. Can't scan the item? Just search for it, and they'll be sure to recommend the least intuitive units of measurement AND make sure none of them give you the right calorie number by default!",497,1a1551a5-2966-4843-a746-83a9ede095cb,Kevin B.,https://play-lh.googleusercontent.com/a-/AD5-WCnnI8WjpAt8SfiTIFfiaU-sYKcJe1hk51KqPTgkzA,,"We appreciate your feedback as we work to make Noom the best it can be, Kevin! Remember, you can always reach us at GPSreviews@noom.com!",2022-10-16T03:24:41Z,1672938945,1666438149
en,com.wsl.noom,10.34.1,2022-10-07T20:17:17Z,2,,"The Noom program is ok, not great. But the app is terrible, especially if you're used to some other apps. It's missing a lot of useful functionality. The food logging is awful. It has very few barcodes available. The interface is clunky. It connects to some other apps, like Garmin Connect, but it only pulls over limited info. This means that even though Noom is connected to Garmin Connect, which tracks all my workouts from my Garmin, I still have to add them manually into Noom.",482,6fda6d59-58d2-4ab6-ae71-5f615bf801f3,Melissa Bosak,https://play-lh.googleusercontent.com/a/AEdFTp7SKFqjeeQe_P9Qc1MGBd5HayX6hMpFWaFYBFRr2w,,"Thank you again for taking the time to give us your feedback about your Noom experience, Melissa, and we apologize for the troubles you have experienced with Noom. Our Support Team would love to help you and can be reached at GPSreviews@noom.com.",2022-10-07T20:34:41Z,1672938944,1665745548
en,com.wsl.noom,10.24.1,2022-07-20T19:16:16Z,3,,"The program is great but the app isn't. It freezes often, the scanner isn't very good, and the color coding isn't always accurate (a food you manually looked up can show as green but red when you scan the item or the other way around). Also, if you accidentally enter an exercise you can't edit or delete it, which means you'll mistakenly be allowed more calories that day. But overall, it still does the job.",409,2bbe19ee-b7fb-4516-b41c-800864c83bbb,Miguel,https://play-lh.googleusercontent.com/a-/AD5-WClm-ws0S0Ej3BIfQoZeY5fpZbvUW917N3utusdfsrE,,"Thank you again for taking the time to give us your feedback about your Noom experience, Miguel, and we apologize for the troubles you have experienced with Noom. Our Support Team would love to help you and can be reached at GPSreviews@noom.com.",2022-07-20T19:19:49Z,1672938943,
en,com.wsl.noom,10.24.1,2022-07-21T17:28:04Z,5,,"Update : since the most recent update everything is working correctly. I like the changes that have been added such as listening to programs instead of just reading. Original: The concepts are great. I can see myself really changing how I think about eating. HOWEVER The app has been terrible. It crashes all the time. I was told to update, so I did. It got even worse. It's literally crashing my phone. I rated low because I can't even use it consistently because of the app failure.",484,d1777efb-710f-443e-be46-5307c0c0947b,Amanda McAllister,https://play-lh.googleusercontent.com/a-/AD5-WClsoG9ugWFod9yK1e_1F9a2Br4XLevsI-VdhT9W_A,,"Oh, no! We are so sorry to hear this has happened, Amanda, and we working to resolve this current crashing bug ASAP! Our Support Team would love to help. Do you mind reaching out to us at GPSreviews@noom.com so we can assist you?",2022-06-23T03:48:53Z,1672938942,
en,com.wsl.noom,10.28.1,2022-09-01T17:57:31Z,5,,"The app has changed since I started, and for the better. The scrolling issue has been fixed. And the common meals feature is easier to use. And the messaging issue may have been my device and not the app. Good program. I am using it on an Android phone. App will not allow you to scroll back a page during lessons. When you receive a message from a coach you cannot go directly to it to read it. Would be good if favorite or common items could be added to a list for faster access.",481,0f9c67c4-aeda-4769-8564-16366aeadddb,Tim K Midwest,https://play-lh.googleusercontent.com/a/AEdFTp71zEDWpwLssfmUBECD-cx2LNaLkybFoGLwQUwIQQ,,"We’re glad that you’re enjoying what Noom has to offer, Tim, and your feedback here is appreciated! We want Noom to be the best app we can make and your feedback is invaluable to that process.",2022-09-01T18:01:50Z,1672938941,1662437230
en,com.wsl.noom,10.24.1,2022-07-27T21:13:43Z,4,,"I'm enjoying the tips & tools. My only disappointment is the Noom Group. It seems that people only use it to post exercise. That gets boring fast. There's very little sharing in a meaningful level. The group leader posts some interesting things. I'm diabetic so the color coding is a little off (cottage cheese is a better choice than oatmeal for me example), but I'm savvy enough to catch that. Otherwise the way the nutrition plan is set up is excellent! I'm learning a lot about food choices.",495,17ab155a-3639-4697-845a-3b9bd3910980,Beth Zimmerman,https://play-lh.googleusercontent.com/a/AEdFTp7GYrbhN1wVtRC47AftaLolNZpTdzOWyGHEdI24,,"Thank you for your honest review, Beth! It helps us improve where it matters most. With your feedback, we can continue to grow as a company. You are doing great, keep up the amazing work!",2022-07-27T21:18:00Z,1672938940,
en,com.wsl.noom,10.24.1,2022-07-23T01:49:18Z,4,,"To be clear, I love the Noom concept. I'm losing weight and changing my lifestyle to stay fit. The app, however, has become almost unusable due to constant crashes and hang ups. If it doesn't get fixed very soon I am sad to say I'll be cancelling my subscription. Edit: After much checking around I finally emptied my cache, deleted and reinstalled the app, and it somewhat fixed the problem. It still doesn't sync properly with Google Fit, but I just worked around the issue. Great concept, ok app.",499,f1288ea1-69e9-4fd1-850e-a7392a2f1efc,Steve Mangan,https://play-lh.googleusercontent.com/a-/AD5-WCk_0gCMgoscyhBSYo2Rqo-dyUmQmbkB4BiSyIFTDS0,,"We're glad to hear you have been able to get the app working better for you, Steve! If we can help with anything else, you can always reach us at GPSreviews@noom.com!",2022-07-23T02:16:21Z,1672938939,
en,com.wsl.noom,10.28.1,2022-09-01T04:30:01Z,5,,"Update 9/1/22: Decided to try again and everything seems improved, from the interface to more customized content and goals to much better integration with Fitbit. Upgrading my rating from 4 to 5 stars. (From August 2021): The content is good, but the app is buggy, doesn't sync with Fitbit correctly. The Android version is less polished and has less functionality. Hope to see a much-needed upgrade for Android.",412,1ea45001-681c-4f6a-9a9b-ec9bee2a887a,Michelle Chaikin,https://play-lh.googleusercontent.com/a-/AD5-WCktgiS0IONKvmidpsgKp84bIV3Fqnox2ZKW7cUr,,"We're so glad to hear that you're loving Noom even more, Michelle, and we're so excited to see you reach your goals. Keep up the amazing motivation!",2022-09-01T04:41:59Z,1672938938,1662385416
